0.9809,0.9782,0.9569,0.9625,0.9622,0.9563,0.9615,0.9607,0.9609,0.9626,0.9615,0.9720,0.9794,0.9647
0.9784,0.9623,0.9548,0.9453,0.9286,0.9602,0.9378,0.9653,0.9381,0.9378,0.9263,0.9569,0.9727,0.9493
0.5514,0.7358,0.9347,1.0000,1.0000,0.9950,0.9948,1.0000,0.9857,1.0000,0.9862,0.7225,0.4955,0.9088
0.9730,0.9481,0.8844,0.9204,0.9235,0.9254,0.9275,0.9653,0.9238,0.9244,0.9124,0.9330,0.9682,0.9301
0.5243,0.7028,0.9397,0.9950,1.0000,1.0000,0.9948,1.0000,1.0000,0.9956,0.9816,0.7081,0.4591,0.9035
